Culture,SampleID,DateCollected,IsolateID,Host,Transect,Plot,GCEquadrantID,MarkedPlantID,SeqData,sim90,sim95,sim97,sim99,Phylo_species,FungusGenus,FungusSpecies,EstTaxPlacement,BLAST_FungusGenus,FungusFamily,FungusOrder,FungusClass,FungusSubphylum,FungusPhylum
0,G242,4/10/2015,242,AF,GCET2,GCE32,ID127,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G244,4/10/2015,244,AF,GCET3,GCE23,ID91,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G245,4/10/2015,245,AF,GCET3,GCE23,ID91,NA,1,A2,G,G,G,G,Pyrenophora,sp.,Pyrenophora_sp.,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G246,4/10/2015,246,AF,GCET3,GCE23,ID90,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G247,4/8/2015,247,BD,GCET1,GCE1,ID1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G248,4/8/2015,248,BD,GCET1,GCE1,ID1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G249,4/8/2015,249,BD,GCET1,GCE1,ID1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G25,3/19/2015,25,PA,T7,7B,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G250,4/8/2015,250,BD,GCET1,GCE1,ID3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G251,4/8/2015,251,BD,GCET1,GCE1,ID3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G252,4/8/2015,252,BD,GCET1,GCE1,ID3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G253,4/8/2015,253,BD,GCET1,GCE8,ID29,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G254,4/8/2015,254,BD,GCET1,GCE8,ID29,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G255,4/8/2015,255,BD,GCET1,GCE8,ID29,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G256,4/8/2015,256,BD,GCET1,GCE8,ID30,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G257,4/10/2015,257,BD,GCET3,GCE23,ID90,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G258,4/10/2015,258,BD,GCET3,GCE23,ID91,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G259,4/17/2015,259,BH,T1,1C,NA,BH038,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G26,3/19/2015,26,BH,T7,7C,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G260,4/8/2015,260,BD,GCET2,GCE17,ID65,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G261,4/17/2015,261,SP,T1,1C,NA,SP033,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G262,4/10/2015,262,BD,GCET2,GCE17,ID66,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G263,4/10/2015,263,BD,GCET2,GCE17,ID66,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G264,4/10/2015,264,BD,GCET2,GCE17,ID66,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G265,4/17/2015,265,SP,T1,1C,NA,SP034,1,D,D1,D,D,D,Parastagonospora,nodorum,Parastagonospora_nodorum,Phaeosphaeria,Phaeosphaeriaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G266,4/10/2015,266,BD,GCET3,GCE23,ID90,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G267,4/28/2015,267b,AB,T11,NA,NA,NA,1,A1,A,A,A,A1,Pyrenophora,chaetomioides,Pyrenophora_chaetomioides,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G268,4/10/2015,268,BD,GCET2,GCE31,ID123,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G269,4/10/2015,269,BD,GCET2,GCE31,ID123,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G27,3/19/2015,27,BH,T7,7D,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G270,4/17/2015,270,AB,T1,1E,NA,AB044,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G271,4/10/2015,271,BD,GCET2,GCE31,ID124,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G272,4/18/2015,272,BH,T5,5D,NA,NA,1,A1,A,A,A,A1,Pyrenophora,chaetomioides,Pyrenophora_chaetomioides,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G273,4/10/2015,273,BD,GCET2,GCE32,ID125,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G274,4/18/2015,274,BH,T5,5D,NA,NA,1,B,B,B,B,B1,Ramularia,cf. collo-cygni,Ramularia_cf. collo-cygni,Mycosphaerella,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G275,4/18/2015,275,BH,T5,5D,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G276,4/18/2015,276,BH,T5,5D,NA,NA,1,C,C,C,C,C1,Alternaria,infectoria species–group,Alternaria_infectoria species–group,Lewia,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G277,4/10/2015,277,BD,GCET2,GCE32,ID127,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G278,4/18/2015,278,BH,T5,5D,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G279,4/17/2015,279,SP,T1,1E,NA,SP042,1,A1,A,AL,AL,A2,Pyrenophora,lolii,Pyrenophora_lolii,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G28,3/19/2015,28,AB,T7,7D,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G280,4/17/2015,280,SP,T1,1E,NA,SP043,1,A1,A,AL,AL,A2,Pyrenophora,lolii,Pyrenophora_lolii,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G281,4/17/2015,281,PA,T2,2A,NA,PA063,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G282,4/17/2015,282,PA,T2,2A,NA,PA064,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G283,4/17/2015,283,PA,T2,2A,NA,PA068,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G284,4/17/2015,284,AB,T2,2C,NA,AB007,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G285,4/28/2015,285,AB,T11,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G286,4/17/2015,286,AB,T2,2C,NA,AB009,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G287,4/10/2015,287,BH,GCET3,GCE23,ID91,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G288,4/17/2015,288,PA,T2,2C,NA,PA001,1,D,V,V,V,V,unknown,sp.,Phaeosphaeriaceae_sp.,Phaeosphaeria,Phaeosphaeriaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G289,4/10/2015,289,BH,GCET3,GCE27,ID107,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G29,3/19/2015,29,SP,T7,7E,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G290,4/17/2015,290,PA,T2,2C,NA,PA002,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G291,4/8/2015,291,BH,GCET1,GCE8,ID29,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G292,4/17/2015,292,PA,T2,2C,NA,PA003,1,L,L,L,L,L,Pyrenophora,cf. dactylidis,Pyrenophora_cf. dactylidis,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
1,G293,4/17/2015,293,SP,T2,2C,NA,SP004,1,B,B,B,B,B1,Ramularia,cf. collo-cygni,Ramularia_cf. collo-cygni,Mycosphaerella,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G294,4/8/2015,294,BH,GCET1,GCE8,ID30,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G296,4/8/2015,296,BH,GCET1,GCE8,ID30,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G297,4/17/2015,297,SP,T2,2C,NA,SP005,1,I,I,I,I,I,unknown,sp.,Lentitheciaceae_sp.,NA,Lentitheciaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
1,G298,4/8/2015,298,BH,GCET2,GCE17,ID65,NA,1,K,K,K,K,K,Pyrenophora,biseptata,Pyrenophora_biseptata,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G299,4/8/2015,299,BH,GCET2,GCE17,ID65,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G3,3/19/2015,3,AB,T1,1D,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G30,3/19/2015,30,EG,T7,7E,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G300,4/10/2015,300,BH,GCET2,GCE17,ID66,NA,1,B,B,B,B,B1,Ramularia,cf. collo-cygni,Ramularia_cf. collo-cygni,Mycosphaerella,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G301,4/10/2015,301,BH,GCET2,GCE17,ID66,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G302,4/10/2015,302,BH,GCET2,GCE17,ID66,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G303,4/10/2015,303,BH,GCET3,GCE23,ID90,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G304,4/10/2015,304,BH,GCET3,GCE23,ID90,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G305,4/17/2015,305,SP,T2,2C,NA,SP006,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G306,4/10/2015,306,BH,GCET3,GCE23,ID91,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G307,4/20/2015,307,AF,T8,8E,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G308,4/17/2015,308,AB,T2,2E,NA,AB022,1,A1,A,A,A,A1,Pyrenophora,chaetomioides,Pyrenophora_chaetomioides,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G309,4/17/2015,309,AB,T2,2E,NA,AB023,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G31,3/19/2015,31,SP,T5,5A,NA,NA,1,D,D1,D,D,D,Parastagonospora,nodorum,Parastagonospora_nodorum,Phaeosphaeria,Phaeosphaeriaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G310,4/10/2015,310,BH,GCET3,GCE27,ID108,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G311,4/17/2015,311,SP,T2,2E,NA,SP018,1,D,D1,D,D,D,Parastagonospora,nodorum,Parastagonospora_nodorum,Phaeosphaeria,Phaeosphaeriaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G312,4/10/2015,312,BH,GCET2,GCE31,ID123,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G313,4/17/2015,313,SP,T2,2E,NA,SP019,1,D,D1,D,D,D,Parastagonospora,nodorum,Parastagonospora_nodorum,Phaeosphaeria,Phaeosphaeriaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
1,G314,4/17/2015,314,SP,T2,2E,NA,SP020,1,D,D1,D,D,D,Parastagonospora,nodorum,Parastagonospora_nodorum,Phaeosphaeria,Phaeosphaeriaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
1,G315,4/18/2015,315,AB,T3,3A,NA,C49,1,D,D1,D,D,D,Parastagonospora,nodorum,Parastagonospora_nodorum,Phaeosphaeria,Phaeosphaeriaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G316,4/18/2015,316,AB,T3,3A,NA,C54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G317,4/18/2015,317,AB,T3,3A,NA,C55,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G32,3/19/2015,32,EG,T5,5A,NA,NA,1,A2,E,E,E,E,Pyrenophora,tritici-repentis,Pyrenophora_tritici-repentis,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G320,4/10/2015,320,BH,GCET2,GCE32,ID127,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G321,4/18/2015,321,BH,T3,3E,NA,NA,1,C,C,C,C,C1,Alternaria,infectoria species–group,Alternaria_infectoria species–group,Lewia,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G322,4/10/2015,322,BH,GCET2,GCE32,ID127,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G323,4/18/2015,323,SP,T3,3A,NA,C41,1,B,B,B,B,B1,Ramularia,cf. collo-cygni,Ramularia_cf. collo-cygni,Mycosphaerella,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G324,4/18/2015,324,BH,T3,3E,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G325,4/18/2015,325,SP,T3,3A,NA,C47,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G326,4/18/2015,326,AB,T3,3C,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G327,4/8/2015,327,FP,GCET1,GCE5,ID18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G328,4/8/2015,328,FP,GCET1,GCE5,ID18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G329,4/8/2015,329,FP,GCET1,GCE8,ID29,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G330,4/8/2015,330,FP,GCET1,GCE8,ID29,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G331,4/8/2015,331,FP,GCET1,GCE8,ID29,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G332,4/8/2015,332,FP,GCET1,GCE8,ID30,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G333,4/8/2015,333,FP,GCET1,GCE8,ID30,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G334,4/8/2015,334,FP,GCET1,GCE8,ID30,NA,1,B,B,B,B,B1,Ramularia,cf. collo-cygni,Ramularia_cf. collo-cygni,Mycosphaerella,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G335,4/8/2015,335,FP,GCET2,GCE17,ID65,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G336,4/8/2015,336,FP,GCET2,GCE17,ID65,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G337,4/10/2015,337,FP,GCET3,GCE23,ID91,NA,1,A2,G,G,G,G,Pyrenophora,sp.,Pyrenophora_sp.,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
1,G338,4/18/2015,338,AB,T3,3C,NA,AB210,1,A1,A,A,A,A1,Pyrenophora,chaetomioides,Pyrenophora_chaetomioides,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G339,4/18/2015,339,AB,T3,3C,NA,AB211,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G34,3/19/2015,34,BH,T5,5C,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G340,4/18/2015,340,BD,T3,3E,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G341,4/28/2015,341,AB,T11,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G342,4/20/2015,342b,FP,T8,8E,NA,NA,1,B,B,B,B,B1,Ramularia,cf. collo-cygni,Ramularia_cf. collo-cygni,Mycosphaerella,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota
1,G343,4/18/2015,343A,SP,T3,3C,NA,SP201,1,V,W,W,W,W,Sordaria,sp.,Sordaria_sp.,Sordaria,Sordariaceae,Sordariales,Sordariomycetes,Pezizomycotina,Ascomycota
1,G344,4/18/2015,344,SP,T3,3C,NA,SP202,1,B,B,B,B,B1,Ramularia,cf. collo-cygni,Ramularia_cf. collo-cygni,Mycosphaerella,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota
1,G345,4/18/2015,345,SP,T3,3C,NA,SP208,1,D,D1,D,D,D,Parastagonospora,nodorum,Parastagonospora_nodorum,Phaeosphaeria,Phaeosphaeriaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G346,4/8/2015,346,FP,GCET1,GCE5,ID18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G347,4/18/2015,347,AB,T3,3E,NA,AB212,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G348,4/18/2015,348,AB,T3,3E,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G349,4/18/2015,349,AB,T3,3E,NA,AB245,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G35,3/19/2015,35,BD,T5,5E,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G351,4/18/2015,351,BD,T3,3E,NA,BD242,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G352,4/18/2015,352,BD,T3,3E,NA,BD243,1,A1,A,AL,AL,A2,Pyrenophora,lolii,Pyrenophora_lolii,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G353,4/18/2015,353,BH,T3,3E,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G354,4/18/2015,354b,SP,T3,3E,NA,NA,1,A1,A,AL,AL,A2,Pyrenophora,lolii,Pyrenophora_lolii,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
1,G355,4/18/2015,355,SP,T3,3E,NA,SP213,1,I,I,I,I,I,unknown,sp.,Lentitheciaceae_sp.,NA,Lentitheciaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G356,4/20/2015,356,AB,T4,4A,NA,AB267,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G357,4/20/2015,357,AB,T4,4A,NA,AB273,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G358,4/20/2015,358,FP,T4,4C,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G36,3/19/2015,36,SP,T3,3A,NA,NA,1,I,I,I,I,I,unknown,sp.,Lentitheciaceae_sp.,NA,Lentitheciaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G360,4/20/2015,360,BH,T4,4C,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G362,4/20/2015,362,SP,T4,4A,NA,SP071,1,B,B,B,B,B1,Ramularia,cf. collo-cygni,Ramularia_cf. collo-cygni,Mycosphaerella,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota
1,G363,4/20/2015,363,SP,T4,4A,NA,SP072,1,B,B,B,B,B1,Ramularia,cf. collo-cygni,Ramularia_cf. collo-cygni,Mycosphaerella,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota
1,G364,4/20/2015,364,AB,T4,4C,NA,NA,1,K,K,K,K,K,Pyrenophora,biseptata,Pyrenophora_biseptata,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G365,4/20/2015,365,AB,T4,4C,NA,AB287,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G366,4/20/2015,366,AB,T4,4C,NA,AB288,1,A1,A,AL,AL,A2,Pyrenophora,lolii,Pyrenophora_lolii,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G367,4/8/2015,367,SP,GCET1,GCE1,ID1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G368,4/8/2015,368,SP,GCET1,GCE1,ID1,NA,1,B,B,B,B,B1,Ramularia,cf. collo-cygni,Ramularia_cf. collo-cygni,Mycosphaerella,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota
1,G369,4/8/2015,369b,SP,GCET1,GCE1,ID1,NA,1,K,K,K,K,K,Pyrenophora,biseptata,Pyrenophora_biseptata,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G37,3/19/2015,37,BH,T3,3A,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G370,4/8/2015,370,SP,GCET1,GCE1,ID3,NA,1,A1,A,A,A,A1,Pyrenophora,chaetomioides,Pyrenophora_chaetomioides,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
1,G371,4/8/2015,371a,SP,GCET1,GCE1,ID3,NA,1,W,X,X,X,X,Phaeosphaeria,cf. caricicola,Phaeosphaeria_cf. caricicola,Phaeosphaeria,Phaeosphaeriaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
1,G371,4/8/2015,371b,SP,GCET1,GCE1,ID3,NA,1,B,B,B,B,B1,Ramularia,cf. collo-cygni,Ramularia_cf. collo-cygni,Mycosphaerella,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota
1,G372,4/8/2015,372,SP,GCET1,GCE1,ID3,NA,1,C,C,C,C,C1,Alternaria,infectoria species–group,Alternaria_infectoria species–group,Lewia,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G373,4/8/2015,373,SP,GCET1,GCE5,ID18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G374,4/8/2015,374b,SP,GCET1,GCE5,ID18,NA,1,D,D1,D,D,D,Parastagonospora,nodorum,Parastagonospora_nodorum,Phaeosphaeria,Phaeosphaeriaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
1,G375,4/8/2015,375,SP,GCET1,GCE5,ID18,NA,1,C,C,C,C,C1,Alternaria,infectoria species–group,Alternaria_infectoria species–group,Lewia,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
1,G376,4/8/2015,376,SP,GCET1,GCE5,ID19,NA,1,H,H,H,H,H1,Cladosporium,cladosporioides species complex,Cladosporium_cladosporioides species complex,NA,Cladosporiaceae,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota
1,G377,4/8/2015,377,SP,GCET1,GCE8,ID29,NA,1,C,C,C,AQ,C1,Alternaria,infectoria species–group,Alternaria_infectoria species–group,Lewia,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
1,G378,4/8/2015,378,SP,GCET1,GCE8,ID29,NA,1,M,M,M,M,M,Nemania,serpens,Nemania_serpens,Nemania,Xylariaceae,Xylariales,Sordariomycetes,Pezizomycotina,Ascomycota
1,G379,4/8/2015,379,SP,GCET1,GCE8,ID29,NA,1,A2,G,G,G,G,Pyrenophora,sp.,Pyrenophora_sp.,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
1,G38,3/19/2015,38,AB,T3,3B,NA,NA,1,A1,A,A,A,A1,Pyrenophora,chaetomioides,Pyrenophora_chaetomioides,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
1,G380,4/8/2015,380,SP,GCET1,GCE8,ID30,NA,1,B,B,B,B,B1,Ramularia,cf. collo-cygni,Ramularia_cf. collo-cygni,Mycosphaerella,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota
1,G381,4/8/2015,381,SP,GCET1,GCE8,ID30,NA,1,X,Y,Y,Y,Y,Biscogniauxia,sp.,Biscogniauxia_sp.,Biscogniauxia,Xylariaceae,Xylariales,Sordariomycetes,Pezizomycotina,Ascomycota
1,G382,4/8/2015,382,SP,GCET2,GCE17,ID65,NA,1,B,B,B,B,B1,Ramularia,cf. collo-cygni,Ramularia_cf. collo-cygni,Mycosphaerella,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota
