Culture,SampleID,DateCollected,IsolateID,Host,Transect,Plot,GCEquadrantID,MarkedPlantID,SeqData,sim90,sim95,sim97,sim99,Phylo_species,FungusGenus,FungusSpecies,EstTaxPlacement,BLAST_FungusGenus,FungusFamily,FungusOrder,FungusClass,FungusSubphylum,FungusPhylum
0,G854,4/25/2015,854,SP,JEFT5,JEF5C,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G855,4/25/2015,855,SP,JEFT5,JEF5C,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G856,4/25/2015,856,SP,JEFT5,JEF5C,NA,NA,1,F,F,F,F,F,Pyrenophora,fugax,Pyrenophora_fugax,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G857,4/25/2015,857,SP,JEFT5,JEF5C,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G858,4/25/2015,858,SP,JEFT5,JEF5C,NA,NA,1,F,F,F,F,F,Pyrenophora,fugax,Pyrenophora_fugax,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G859,4/25/2015,859,SP,JEFT5,JEF5D,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G86,3/30/2015,86_30,BD,T8,8A,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G86,3/30/2015,86_60,BD,T8,8A,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G860,4/25/2015,860,SP,JEFT5,JEF5D,NA,NA,1,B,B,B,B,B1,Ramularia,cf. collo-cygni,Ramularia_cf. collo-cygni,Mycosphaerella,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota
1,G861,4/25/2015,861,SP,JEFT5,JEF5D,NA,NA,1,I,I,I,I,I,unknown,sp.,Lentitheciaceae_sp.,NA,Lentitheciaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G862,4/25/2015,862,SP,JEFT5,JEF5D,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G863,4/25/2015,863,SP,JEFT5,JEF5D,NA,NA,1,F,F,F,F,F,Pyrenophora,fugax,Pyrenophora_fugax,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
1,G864,5/4/2015,864,SP,JEFT6,JEF6A,NA,NA,1,D,D1,D,D,D,Parastagonospora,nodorum,Parastagonospora_nodorum,Phaeosphaeria,Phaeosphaeriaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
1,G865,5/4/2015,865,SP,JEFT6,JEF6A,NA,NA,1,F,F,F,F,F,Pyrenophora,fugax,Pyrenophora_fugax,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
1,G866,5/4/2015,866,SP,JEFT6,JEF6A,NA,NA,1,I,I,I,I,I,unknown,sp.,Lentitheciaceae_sp.,NA,Lentitheciaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
1,G867,5/4/2015,867,SP,JEFT6,JEF6A,NA,NA,1,F,F,F,F,F,Pyrenophora,fugax,Pyrenophora_fugax,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
1,G868,5/4/2015,868,SP,JEFT6,JEF6A,NA,NA,1,I,I,I,I,I,unknown,sp.,Lentitheciaceae_sp.,NA,Lentitheciaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
1,G869,5/4/2015,869,SP,JEFT6,JEF6B,NA,NA,1,A1,A,AL,AL,A2,Pyrenophora,lolii,Pyrenophora_lolii,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G87,4/6/2015,87,PA,T2,2C,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G870,4/20/2015,870,SP,JEFT1,JEF1A,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G871,4/20/2015,871,SP,JEFT1,JEF1A,NA,NA,1,J,J,J,J,J,Pyrenophora,nobleae,Pyrenophora_nobleae,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
1,G872,4/20/2015,872a,SP,JEFT1,JEF1A,NA,NA,1,B,B,B,B,B1,Ramularia,cf. collo-cygni,Ramularia_cf. collo-cygni,Mycosphaerella,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota
1,G873,4/20/2015,873,SP,JEFT1,JEF1A,NA,NA,1,B,B,B,B,B1,Ramularia,cf. collo-cygni,Ramularia_cf. collo-cygni,Mycosphaerella,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota
1,G874,4/20/2015,874a,SP,JEFT1,JEF1A,NA,NA,1,B,B,B,B,B1,Ramularia,cf. collo-cygni,Ramularia_cf. collo-cygni,Mycosphaerella,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota
1,G875,4/20/2015,875,SP,JEFT1,JEF1B,NA,NA,1,B,B,B,B,B1,Ramularia,cf. collo-cygni,Ramularia_cf. collo-cygni,Mycosphaerella,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G876,4/20/2015,876,SP,JEFT1,JEF1B,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G877,4/20/2015,877,SP,JEFT1,JEF1B,NA,NA,1,C,C,AO,AO,C2,Chalastospora,gossypii,Chalastospora_gossypii,Alternaria,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G878,4/20/2015,878,SP,JEFT1,JEF1B,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G879,4/20/2015,879a,SP,JEFT1,JEF1B,NA,NA,1,B,B,B,B,B1,Ramularia,cf. collo-cygni,Ramularia_cf. collo-cygni,Mycosphaerella,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota
1,G88,3/30/2015,88,BD,T5,5D,NA,NA,1,C,C,C,C,C1,Alternaria,infectoria species–group,Alternaria_infectoria species–group,Lewia,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
1,G880,4/20/2015,880,SP,JEFT1,JEF1C,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G881,4/20/2015,881,SP,JEFT1,JEF1C,NA,NA,1,D,AJ,AJ,AJ,AJ,Neostagonospora,sp.,Neostagonospora_sp.,Phaeosphaeria,Phaeosphaeriaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
1,G882,4/20/2015,882,SP,JEFT1,JEF1C,NA,NA,1,B,B,B,B,B1,Ramularia,cf. collo-cygni,Ramularia_cf. collo-cygni,Mycosphaerella,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G883,4/20/2015,883,SP,JEFT1,JEF1C,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G884,4/20/2015,884,SP,JEFT1,JEF1C,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G885,4/20/2015,885a,SP,JEFT1,JEF1C,NA,NA,1,B,B,B,B,B1,Ramularia,cf. collo-cygni,Ramularia_cf. collo-cygni,Mycosphaerella,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G886,4/20/2015,886,SP,JEFT1,JEF1D,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G887,4/20/2015,887,SP,JEFT1,JEF1D,NA,NA,1,B,B,B,B,B1,Ramularia,cf. collo-cygni,Ramularia_cf. collo-cygni,Mycosphaerella,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G888,4/20/2015,888,SP,JEFT1,JEF1D,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G889,4/20/2015,889,SP,JEFT1,JEF1D,NA,NA,1,I,I,I,I,I,unknown,sp.,Lentitheciaceae_sp.,NA,Lentitheciaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
1,G89,3/30/2015,89_30b,EG,T6,6A,NA,NA,1,C,C,C,AQ,C1,Alternaria,infectoria species–group,Alternaria_infectoria species–group,Lewia,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
1,G89,3/30/2015,89_60,EG,T6,6A,NA,NA,1,A2,E,E,E,E,Pyrenophora,tritici-repentis,Pyrenophora_tritici-repentis,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G890,4/25/2015,890,SP,JEFT2,JEF2A,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G891,4/25/2015,891,SP,JEFT2,JEF2A,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G892,4/25/2015,892,SP,JEFT2,JEF2A,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G893,4/25/2015,893,SP,JEFT2,JEF2A,NA,NA,1,A2,G,G,G,G,Pyrenophora,sp.,Pyrenophora_sp.,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G894,4/25/2015,894,SP,JEFT2,JEF2A,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G895,4/25/2015,895,SP,JEFT2,JEF2B,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G896,4/25/2015,896,SP,JEFT2,JEF2B,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G897,4/25/2015,897,SP,JEFT2,JEF2B,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G898,4/25/2015,898,SP,JEFT2,JEF2B,NA,NA,1,B,B,B,B,B1,Ramularia,cf. collo-cygni,Ramularia_cf. collo-cygni,Mycosphaerella,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G899,4/25/2015,899,SP,JEFT2,JEF2B,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G9,3/19/2015,9,PA,T9,9A,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G90,3/30/2015,90_30,AB,T5,5A,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G90,3/30/2015,90_60,AB,T5,5A,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G900,4/25/2015,900,SP,JEFT2,JEF2C,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G901,4/25/2015,901,SP,JEFT2,JEF2C,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G902,4/25/2015,902,SP,JEFT2,JEF2C,NA,NA,1,B,B,B,B,B1,Ramularia,cf. collo-cygni,Ramularia_cf. collo-cygni,Mycosphaerella,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G903,4/25/2015,903,SP,JEFT2,JEF2C,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G904,4/25/2015,904,SP,JEFT2,JEF2C,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G905,4/25/2015,905,SP,JEFT2,JEF2D,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G906,4/25/2015,906,SP,JEFT2,JEF2D,NA,NA,1,B,B,B,B,B1,Ramularia,cf. collo-cygni,Ramularia_cf. collo-cygni,Mycosphaerella,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G907,4/25/2015,907,SP,JEFT2,JEF2D,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G908,4/25/2015,908,SP,JEFT2,JEF2D,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G909,4/25/2015,909,SP,JEFT2,JEF2D,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G91,3/30/2015,91_30,PA,T7,7D,NA,NA,1,D,D1,AM,AM,AM,Parastagonospora,caricis,Parastagonospora_caricis,Parastagonospora,Phaeosphaeriaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
1,G910,4/25/2015,910,SP,JEFT3,JEF3A,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G911,4/25/2015,911,SP,JEFT3,JEF3A,NA,NA,1,I,I,I,I,I,unknown,sp.,Lentitheciaceae_sp.,NA,Lentitheciaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
1,G912,4/25/2015,912,SP,JEFT3,JEF3A,NA,NA,1,I,I,I,I,I,unknown,sp.,Lentitheciaceae_sp.,NA,Lentitheciaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
1,G913,4/25/2015,913,SP,JEFT3,JEF3A,NA,NA,1,A1,A,A,A,A1,Pyrenophora,chaetomioides,Pyrenophora_chaetomioides,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
1,G914,4/25/2015,914,SP,JEFT3,JEF3A,NA,NA,1,H,H,H,H,H1,Cladosporium,cladosporioides species complex,Cladosporium_cladosporioides species complex,NA,Cladosporiaceae,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G915,4/25/2015,915,SP,JEFT3,JEF3B,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G916,4/25/2015,916,SP,JEFT3,JEF3B,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G917,4/25/2015,917,SP,JEFT3,JEF3B,NA,NA,1,F,F,F,F,F,Pyrenophora,fugax,Pyrenophora_fugax,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
1,G918,4/25/2015,918b,SP,JEFT3,JEF3B,NA,NA,1,A1,A,AL,AL,A2,Pyrenophora,lolii,Pyrenophora_lolii,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
1,G919,4/25/2015,919,SP,JEFT3,JEF3B,NA,NA,1,C,C,C,C,C1,Alternaria,infectoria species–group,Alternaria_infectoria species–group,Lewia,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G92,4/6/2015,92,PA,T2,2C,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G920,4/25/2015,920,SP,JEFT3,JEF3C,NA,NA,1,H,H,H,H,H1,Cladosporium,cladosporioides species complex,Cladosporium_cladosporioides species complex,NA,Cladosporiaceae,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota
1,G921,4/25/2015,921,SP,JEFT3,JEF3C,NA,NA,1,I,I,I,I,I,unknown,sp.,Lentitheciaceae_sp.,NA,Lentitheciaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
1,G922,4/25/2015,922,SP,JEFT3,JEF3C,NA,NA,1,B,B,B,B,B1,Ramularia,cf. collo-cygni,Ramularia_cf. collo-cygni,Mycosphaerella,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota
1,G93,4/6/2015,93L (low),SP,T2,2C,NA,NA,1,I,I,I,I,I,unknown,sp.,Lentitheciaceae_sp.,NA,Lentitheciaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G94,3/30/2015,94,EG,T6,6A,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G95,4/6/2015,95A,AB,T10,10E,NA,NA,1,A1,A,AL,AL,A2,Pyrenophora,lolii,Pyrenophora_lolii,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G96,3/30/2015,96,BH,T8,8B,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G97,3/30/2015,97_30,EG,T6,6C,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G97,3/30/2015,97_60,EG,T6,6C,NA,NA,1,D,D2,AN,AN,AN,Parastagonospora,allouniseptata,Parastagonospora_allouniseptata,Phaeosphaeria,Phaeosphaeriaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G98,4/6/2015,98,BD,T10,10E,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G99,3/30/2015,99,BD,T2,2A,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Gprob295,4/8/2015,prob295,BH,GCET1,GCE8,ID30,NA,1,D,D1,D,D,D,Parastagonospora,nodorum,Parastagonospora_nodorum,Phaeosphaeria,Phaeosphaeriaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
